"","Manufacturer","Sales.in.thousands","X4.year.resale.value","Popularity","MSRP"
"14046","Chevrolet",NA,NA,1385,19250
"14047","Chevrolet",NA,NA,1385,19250
"14048","Chevrolet",NA,NA,1385,21150
"14049","Chevrolet",NA,NA,1385,30250
"14050","Chevrolet",NA,NA,1385,33250
"14051","Chevrolet",NA,NA,1385,20205
"14052","Chevrolet",NA,NA,1385,22105
"14053","Chevrolet",NA,NA,1385,23280
"14054","Chevrolet",NA,NA,1385,23280
"14055","Chevrolet",NA,NA,1385,27405
"14056","Chevrolet",NA,NA,1385,33050
"14057","Chevrolet",NA,NA,1385,29350
"14058","Chevrolet",NA,NA,1385,20205
"14059","Chevrolet",NA,NA,1385,21540
"14060","Chevrolet",NA,NA,1385,21540
"14061","Chevrolet",NA,NA,1385,24250
"14062","Chevrolet",NA,NA,1385,23080
"14063","Chevrolet",NA,NA,1385,29330
"14064","Chevrolet",NA,NA,1385,24250
"14065","Aston Martin",NA,NA,259,234260
"14066","Aston Martin",NA,NA,259,234260
"14067","Aston Martin",NA,NA,259,255000
"14068","Aston Martin",NA,NA,259,260000
"14069","Aston Martin",NA,NA,259,182395
"14070","Aston Martin",NA,NA,259,198195
"14071","Aston Martin",NA,NA,259,183695
"14072","Aston Martin",NA,NA,259,191995
"14073","Aston Martin",NA,NA,259,180535
"14074","Aston Martin",NA,NA,259,180535
"14075","Aston Martin",NA,NA,259,195895
"14076","Aston Martin",NA,NA,259,180535
"14077","Aston Martin",NA,NA,259,195895
"14078","Volvo",NA,NA,870,24900
"14079","Volvo",NA,NA,870,24900
"14080","Volvo",NA,NA,870,25700
"14081","Volvo",NA,NA,870,29845
"14082","Volvo",NA,NA,870,29800
"14083","Volvo",NA,NA,870,35500
"14084","Volvo",NA,NA,870,33050
"14085","Volvo",NA,NA,870,28700
"14086","Volvo",NA,NA,870,32850
"14087","Volvo",NA,NA,870,29000
"14088","Volvo",NA,NA,870,41000
"14089","Volvo",NA,NA,870,44650
"14090","Volvo",NA,NA,870,41200
"14091","Volvo",NA,NA,870,44850
"14092","Volvo",NA,NA,870,41700
"14093","Volvo",NA,NA,870,45350
"14094","Volvo",NA,NA,870,45400
"14095","Volvo",NA,NA,870,37450
"14096","Volvo",NA,NA,870,35750
"14097","Volvo",NA,NA,870,45150
"14098","Volvo",NA,NA,870,37250
"14099","Volvo",NA,NA,870,35950
"14100","Volvo",NA,NA,870,46050
"14101","Volvo",NA,NA,870,43520
"14102","Volvo",NA,NA,870,61300
"14103","Volvo",NA,NA,870,39600
"14104","Volvo",NA,NA,870,49450
"14105","Volvo",NA,NA,870,36150
"14106","Volvo",NA,NA,870,41750
"14107","Volvo",NA,NA,870,49200
"14108","Volvo",NA,NA,870,45800
"14109","Volvo",NA,NA,870,38100
"14110","Volvo",NA,NA,870,37650
"14111","Volvo",NA,NA,870,48950
"14112","Volvo",NA,NA,870,36150
"14113","Volvo",NA,NA,870,41750
"14114","Volvo",NA,NA,870,38100
"14115","Volvo",NA,NA,870,32465
"14116","Volvo",NA,NA,870,32900
"14117","Volvo",NA,NA,870,33550
"14118","Volvo",NA,NA,870,38000
"14119","Aston Martin",NA,NA,259,145200
"14120","Aston Martin",NA,NA,259,131200
"14121","Aston Martin",NA,NA,259,130700
"14122","Aston Martin",NA,NA,259,122400
"14123","Aston Martin",NA,NA,259,116700
"14124","Aston Martin",NA,NA,259,136900
"14125","Aston Martin",NA,NA,259,136400
"14126","Aston Martin",NA,NA,259,150900
"14127","Aston Martin",NA,NA,259,147495
"14128","Aston Martin",NA,NA,259,132995
"14129","Aston Martin",NA,NA,259,98200
"14130","Aston Martin",NA,NA,259,117995
"14131","Aston Martin",NA,NA,259,103900
"14132","Aston Martin",NA,NA,259,153195
"14133","Aston Martin",NA,NA,259,138695
"14134","Aston Martin",NA,NA,259,112700
"14135","Aston Martin",NA,NA,259,123695
"14136","Aston Martin",NA,NA,259,138195
"14137","Aston Martin",NA,NA,259,118400
"14138","Aston Martin",NA,NA,259,132495
"14139","Aston Martin",NA,NA,259,148795
"14140","Aston Martin",NA,NA,259,134295
"14141","Aston Martin",NA,NA,259,103300
"14142","Aston Martin",NA,NA,259,126995
"14143","Aston Martin",NA,NA,259,117800
"14144","Aston Martin",NA,NA,259,141495
"14145","Aston Martin",NA,NA,259,135795
"14146","Aston Martin",NA,NA,259,154495
"14147","Aston Martin",NA,NA,259,139995
"14148","Aston Martin",NA,NA,259,109000
"14149","Aston Martin",NA,NA,259,121295
"14150","Aston Martin",NA,NA,259,123500
"14151","Audi",NA,NA,3105,2000
"14152","Audi",NA,NA,3105,2149
"14153","Audi",NA,NA,3105,2239
"14154","Volvo",NA,NA,870,2200
"14155","Volkswagen",NA,NA,873,2000
"14156","Volkswagen",NA,NA,873,2000
"14157","Volkswagen",NA,NA,873,2000
"14158","Volkswagen",NA,NA,873,2000
"14159","Volkswagen",NA,NA,873,2000
"14160","Volkswagen",NA,NA,873,2000
"14161","Volkswagen",NA,NA,873,2000
"14162","Volkswagen",NA,NA,873,2000
"14163","Volkswagen",NA,NA,873,2000
"14164","Volkswagen",NA,NA,873,2000
"14165","Volkswagen",NA,NA,873,2000
"14166","GMC",NA,NA,549,2000
"14167","GMC",NA,NA,549,2000
"14168","GMC",NA,NA,549,2000
"14169","GMC",NA,NA,549,2000
"14170","GMC",NA,NA,549,2000
"14171","GMC",NA,NA,549,2000
"14172","GMC",NA,NA,549,2000
"14173","GMC",NA,NA,549,2000
"14174","GMC",NA,NA,549,2000
"14175","GMC",NA,NA,549,2000
"14176","GMC",NA,NA,549,2000
"14177","Nissan",NA,NA,2009,2000
"14178","Nissan",NA,NA,2009,2000
"14179","Aston Martin",NA,NA,259,296295
"14180","Aston Martin",NA,NA,259,278295
"14181","Aston Martin",NA,NA,259,301695
"14182","Aston Martin",NA,NA,259,283695
"14183","Aston Martin",NA,NA,259,287650
"14184","Aston Martin",NA,NA,259,305650
"14185","Aston Martin",NA,NA,259,302695
"14186","Aston Martin",NA,NA,259,320695
"14187","Mitsubishi",NA,NA,436,2000
"14188","Mitsubishi",NA,NA,436,2000
"14189","Hyundai",NA,NA,1439,23300
"14190","Hyundai",NA,NA,1439,19050
"14191","Hyundai",NA,NA,1439,21650
"14192","Hyundai",NA,NA,1439,21650
"14193","Hyundai",NA,NA,1439,22300
"14194","Hyundai",NA,NA,1439,22300
"14195","Hyundai",NA,NA,1439,17800
"14196","Hyundai",NA,NA,1439,17800
"14197","Hyundai",NA,NA,1439,19050
"14198","Hyundai",NA,NA,1439,17800
"14199","Hyundai",NA,NA,1439,21300
"14200","Hyundai",NA,NA,1439,23300
"14201","Hyundai",NA,NA,1439,19050
"14202","Hyundai",NA,NA,1439,19250
"14203","Hyundai",NA,NA,1439,23600
"14204","Hyundai",NA,NA,1439,21950
"14205","Hyundai",NA,NA,1439,21950
"14206","Hyundai",NA,NA,1439,18000
"14207","Hyundai",NA,NA,1439,22600
"14208","Hyundai",NA,NA,1439,21600
"14209","Hyundai",NA,NA,1439,19100
"14210","Hyundai",NA,NA,1439,18000
"14211","Hyundai",NA,NA,1439,23950
"14212","Hyundai",NA,NA,1439,21600
"14213","Hyundai",NA,NA,1439,19100
"14214","Hyundai",NA,NA,1439,18000
"14215","Hyundai",NA,NA,1439,23800
"14216","Hyundai",NA,NA,1439,22600
"14217","Hyundai",NA,NA,1439,23800
"14218","Hyundai",NA,NA,1439,22600
"14219","Chevrolet",NA,NA,1385,31790
"14220","Chevrolet",NA,NA,1385,33790
"14221","Chevrolet",NA,NA,1385,24040
"14222","Chevrolet",NA,NA,1385,26340
"14223","Chevrolet",NA,NA,1385,22440
"14224","Chevrolet",NA,NA,1385,29740
"14225","Chevrolet",NA,NA,1385,21365
"14226","Chevrolet",NA,NA,1385,22465
"14227","Chevrolet",NA,NA,1385,31490
"14228","Chevrolet",NA,NA,1385,25165
"14229","Chevrolet",NA,NA,1385,29240
"14230","Chevrolet",NA,NA,1385,30240
"14231","Chevrolet",NA,NA,1385,30575
"14232","Chevrolet",NA,NA,1385,33625
"14233","Chevrolet",NA,NA,1385,26675
"14234","Chevrolet",NA,NA,1385,22600
"14235","Chevrolet",NA,NA,1385,21475
"14236","Chevrolet",NA,NA,1385,23225
"14237","Chevrolet",NA,NA,1385,30760
"14238","Chevrolet",NA,NA,1385,23165
"14239","Chevrolet",NA,NA,1385,26835
"14240","Chevrolet",NA,NA,1385,23365
"14241","Toyota",NA,NA,2031,31510
"14242","Toyota",NA,NA,2031,39020
"14243","Toyota",NA,NA,2031,31120
"14244","Toyota",NA,NA,2031,37570
"14245","Toyota",NA,NA,2031,29670
"14246","Toyota",NA,NA,2031,33330
"14247","Toyota",NA,NA,2031,27850
"14248","Toyota",NA,NA,2031,32960
"14249","Toyota",NA,NA,2031,34780
"14250","Toyota",NA,NA,2031,29300
"14251","Toyota",NA,NA,2031,29770
"14252","Toyota",NA,NA,2031,39570
"14253","Toyota",NA,NA,2031,29400
"14254","Toyota",NA,NA,2031,33630
"14255","Toyota",NA,NA,2031,35080
"14256","Toyota",NA,NA,2031,31220
"14257","Toyota",NA,NA,2031,27950
"14258","Toyota",NA,NA,2031,38120
"14259","Toyota",NA,NA,2031,31810
"14260","Toyota",NA,NA,2031,33260
"14261","Toyota",NA,NA,2031,35600
"14262","Toyota",NA,NA,2031,33560
"14263","Toyota",NA,NA,2031,39940
"14264","Toyota",NA,NA,2031,29065
"14265","Toyota",NA,NA,2031,32110
"14266","Toyota",NA,NA,2031,34150
"14267","Toyota",NA,NA,2031,30515
"14268","Hyundai",NA,NA,1439,35895
"14269","Hyundai",NA,NA,1439,28145
"14270","Hyundai",NA,NA,1439,34195
"14271","Hyundai",NA,NA,1439,30045
"14272","Hyundai",NA,NA,1439,28345
"14273","Hyundai",NA,NA,1439,34395
"14274","Hyundai",NA,NA,1439,36095
"14275","Hyundai",NA,NA,1439,30245
"14276","Hyundai",NA,NA,1439,30245
"14277","Hyundai",NA,NA,1439,36195
"14278","Hyundai",NA,NA,1439,34495
"14279","Hyundai",NA,NA,1439,28345
"14280","Buick",NA,NA,155,21065
"14281","Buick",NA,NA,155,29215
"14282","Buick",NA,NA,155,27050
"14283","Buick",NA,NA,155,25020
"14284","Buick",NA,NA,155,23380
"14285","Buick",NA,NA,155,23480
"14286","Buick",NA,NA,155,24475
"14287","Buick",NA,NA,155,24065
"14288","Buick",NA,NA,155,21065
"14289","Buick",NA,NA,155,26505
"14290","Buick",NA,NA,155,28670
"14291","Buick",NA,NA,155,21065
"14292","Buick",NA,NA,155,26555
"14293","Buick",NA,NA,155,24115
"14294","Suzuki",NA,NA,481,17199
"14295","Suzuki",NA,NA,481,20199
"14296","Suzuki",NA,NA,481,18499
"14297","Suzuki",NA,NA,481,19349
"14298","Suzuki",NA,NA,481,21049
"14299","Suzuki",NA,NA,481,17549
"14300","Suzuki",NA,NA,481,20549
"14301","Suzuki",NA,NA,481,20299
"14302","Suzuki",NA,NA,481,18299
"14303","Nissan",NA,NA,2009,17930
"14304","Nissan",NA,NA,2009,18660
"14305","Nissan",NA,NA,2009,17960
"14306","Nissan",NA,NA,2009,16330
"14307","Nissan",NA,NA,2009,15430
"14308","Nissan",NA,NA,2009,14180
"14309","Nissan",NA,NA,2009,17530
"14310","Nissan",NA,NA,2009,16380
"14311","Nissan",NA,NA,2009,14230
"14312","Nissan",NA,NA,2009,17980
"14313","Nissan",NA,NA,2009,18710
"14314","Nissan",NA,NA,2009,15480
"14315","Nissan",NA,NA,2009,15480
"14316","Nissan",NA,NA,2009,17980
"14317","Nissan",NA,NA,2009,16380
"14318","Nissan",NA,NA,2009,18710
"14319","Nissan",NA,NA,2009,13990
"14320","Nissan",NA,NA,2009,15530
"14321","Nissan",NA,NA,2009,16890
"14322","Nissan",NA,NA,2009,11990
"14323","Nissan",NA,NA,2009,17590
"14324","Nissan",NA,NA,2009,13490
"14325","Nissan",NA,NA,2009,14040
"14326","Nissan",NA,NA,2009,13540
"14327","Nissan",NA,NA,2009,15580
"14328","Nissan",NA,NA,2009,17140
"14329","Nissan",NA,NA,2009,11990
"14330","Nissan",NA,NA,2009,17280
"14331","Nissan",NA,NA,2009,13680
"14332","Nissan",NA,NA,2009,11990
"14333","Nissan",NA,NA,2009,14130
"14334","Nissan",NA,NA,2009,15720
"14335","Bugatti",NA,NA,820,2065902
"14336","Bugatti",NA,NA,820,1500000
"14337","Bugatti",NA,NA,820,1705769
"14338","Pontiac",NA,NA,210,16855
"14339","Pontiac",NA,NA,210,16100
"14340","Pontiac",NA,NA,210,16495
"14341","Pontiac",NA,NA,210,20875
"14342","Pontiac",NA,NA,210,20475
"14343","Pontiac",NA,NA,210,20275
"14344","Pontiac",NA,NA,210,16100
"14345","Pontiac",NA,NA,210,20875
"14346","Pontiac",NA,NA,210,17445
"14347","Acura",NA,NA,204,2000
"14348","Acura",NA,NA,204,2000
"14349","Acura",NA,NA,204,2000
"14350","Acura",NA,NA,204,2000
"14351","Acura",NA,NA,204,2000
"14352","Acura",NA,NA,204,2000
"14353","Dodge",NA,NA,1851,107995
"14354","Dodge",NA,NA,1851,94995
"14355","Dodge",NA,NA,1851,84995
"14356","Dodge",NA,NA,1851,94995
"14357","Dodge",NA,NA,1851,95895
"14358","Dodge",NA,NA,1851,87895
"14359","Dodge",NA,NA,1851,118795
"14360","Dodge",NA,NA,1851,107995
"14361","Dodge",NA,NA,1851,95895
"14362","Dodge",NA,NA,1851,95895
"14363","Dodge",NA,NA,1851,87895
"14364","Dodge",NA,NA,1851,118795
"14365","Dodge",NA,NA,1851,95895
"14366","Dodge",NA,NA,1851,107995
"14367","Aston Martin",NA,NA,259,208295
"14368","Aston Martin",NA,NA,259,223295
"14369","Suzuki",NA,NA,481,16599
"14370","Suzuki",NA,NA,481,17999
"14371","Suzuki",NA,NA,481,17799
"14372","Suzuki",NA,NA,481,16999
"14373","Suzuki",NA,NA,481,15999
"14374","Suzuki",NA,NA,481,18199
"14375","Suzuki",NA,NA,481,19199
"14376","Suzuki",NA,NA,481,16799
"14377","Suzuki",NA,NA,481,18199
"14378","Suzuki",NA,NA,481,16999
"14379","Suzuki",NA,NA,481,15599
"14380","Suzuki",NA,NA,481,16799
"14381","Suzuki",NA,NA,481,19199
"14382","Suzuki",NA,NA,481,17999
"14383","Suzuki",NA,NA,481,18199
"14384","Suzuki",NA,NA,481,16999
"14385","Chrysler",NA,NA,1013,23525
"14386","Chrysler",NA,NA,1013,19160
"14387","Chrysler",NA,NA,1013,23640
"14388","Chrysler",NA,NA,1013,16430
"14389","Chrysler",NA,NA,1013,19155
"14390","Chrysler",NA,NA,1013,20960
"14391","Chrysler",NA,NA,1013,23790
"14392","Plymouth",NA,NA,535,2000
"14393","Plymouth",NA,NA,535,2000
"14394","Plymouth",NA,NA,535,2000
"14395","Plymouth",NA,NA,535,2166
"14396","Plymouth",NA,NA,535,2110
"14397","Plymouth",NA,NA,535,2000
"14398","Plymouth",NA,NA,535,2317
"14399","Plymouth",NA,NA,535,2008
"14400","Ford",NA,NA,5657,20220
"14401","Ford",NA,NA,5657,20585
"14402","Ford",NA,NA,5657,21075
"14403","Ford",NA,NA,5657,31115
"14404","Ford",NA,NA,5657,25000
"14405","Ford",NA,NA,5657,27435
"14406","Ford",NA,NA,5657,22185
"14407","Ford",NA,NA,5657,28595
"14408","Ford",NA,NA,5657,33765
"14409","Ford",NA,NA,5657,28900
"14410","Ford",NA,NA,5657,27460
"14411","Ford",NA,NA,5657,26375
"14412","Ford",NA,NA,5657,31630
"14413","Ford",NA,NA,5657,34040
"14414","Ford",NA,NA,5657,22340
"14415","Ford",NA,NA,5657,27870
"14416","Ford",NA,NA,5657,23070
"14417","Ford",NA,NA,5657,26315
"14418","Ford",NA,NA,5657,29230
"14419","Ford",NA,NA,5657,34825
"14420","Ford",NA,NA,5657,31835
"14421","Rolls-Royce",NA,NA,86,284900
"14422","Rolls-Royce",NA,NA,86,294025
"14423","Rolls-Royce",NA,NA,86,304350
"14424","Subaru",NA,NA,640,37395
"14425","Subaru",NA,NA,640,31195
"14426","Subaru",NA,NA,640,38495
"14427","Subaru",NA,NA,640,34495
"14428","Subaru",NA,NA,640,29995
"14429","Subaru",NA,NA,640,29695
"14430","Subaru",NA,NA,640,26295
"14431","Subaru",NA,NA,640,28495
"14432","Subaru",NA,NA,640,34695
"14433","Subaru",NA,NA,640,39995
"14434","Subaru",NA,NA,640,28895
"14435","Subaru",NA,NA,640,38995
"14436","Subaru",NA,NA,640,30395
"14437","Subaru",NA,NA,640,39995
"14438","Subaru",NA,NA,640,31595
"14439","Subaru",NA,NA,640,30095
"14440","Subaru",NA,NA,640,26595
"14441","Subaru",NA,NA,640,39995
"14442","Subaru",NA,NA,640,26695
"14443","Subaru",NA,NA,640,30195
"14444","Subaru",NA,NA,640,39995
"14445","Subaru",NA,NA,640,30995
"14446","Subaru",NA,NA,640,32195
"14447","Subaru",NA,NA,640,28995
"14448","Subaru",NA,NA,640,35195
"14449","Suzuki",NA,NA,481,2000
"14450","Suzuki",NA,NA,481,2000
"14451","Suzuki",NA,NA,481,2000
"14452","Suzuki",NA,NA,481,2000
"14453","Suzuki",NA,NA,481,2000
"14454","Suzuki",NA,NA,481,2000
"14455","Suzuki",NA,NA,481,2000
"14456","BMW",NA,NA,3916,31200
"14457","BMW",NA,NA,3916,33000
"14458","BMW",NA,NA,3916,39100
"14459","BMW",NA,NA,3916,34800
"14460","BMW",NA,NA,3916,33100
"14461","BMW",NA,NA,3916,35100
"14462","BMW",NA,NA,3916,45500
"14463","BMW",NA,NA,3916,40500
"14464","BMW",NA,NA,3916,42000
"14465","BMW",NA,NA,3916,38500
"14466","BMW",NA,NA,3916,38950
"14467","BMW",NA,NA,3916,46800
"14468","BMW",NA,NA,3916,40950
"14469","BMW",NA,NA,3916,42450
"14470","BMW",NA,NA,3916,42750
"14471","BMW",NA,NA,3916,47950
"14472","BMW",NA,NA,3916,41250
"14473","BMW",NA,NA,3916,39250
"14474","BMW",NA,NA,3916,44700
"14475","BMW",NA,NA,3916,48000
"14476","BMW",NA,NA,3916,57800
"14477","BMW",NA,NA,3916,45250
"14478","BMW",NA,NA,3916,49700
"14479","BMW",NA,NA,3916,58100
"14480","BMW",NA,NA,3916,45550
"14481","BMW",NA,NA,3916,98700
"14482","BMW",NA,NA,3916,98800
"14483","BMW",NA,NA,3916,98800
"14484","BMW",NA,NA,3916,57700
"14485","BMW",NA,NA,3916,53900
"14486","BMW",NA,NA,3916,56200
"14487","BMW",NA,NA,3916,70100
"14488","BMW",NA,NA,3916,57000
"14489","BMW",NA,NA,3916,71500
"14490","BMW",NA,NA,3916,57700
"14491","BMW",NA,NA,3916,54700
"14492","BMW",NA,NA,3916,57800
"14493","BMW",NA,NA,3916,55500
"14494","BMW",NA,NA,3916,59300
"14495","BMW",NA,NA,3916,72300
"14496","BMW",NA,NA,3916,102100
"14497","BMW",NA,NA,3916,102200
"14498","BMW",NA,NA,3916,102200
"14499","BMW",NA,NA,3916,61900
"14500","BMW",NA,NA,3916,72900
"14501","BMW",NA,NA,3916,59600
"14502","BMW",NA,NA,3916,62900
"14503","BMW",NA,NA,3916,60600
"14504","BMW",NA,NA,3916,75300
"14505","BMW",NA,NA,3916,61400
"14506","BMW",NA,NA,3916,76100
"14507","BMW",NA,NA,3916,63700
"14508","Scion",NA,NA,105,12480
"14509","Scion",NA,NA,105,13280
"14510","Scion",NA,NA,105,13330
"14511","Scion",NA,NA,105,12530
"14512","Scion",NA,NA,105,13580
"14513","Scion",NA,NA,105,12780
"14514","Scion",NA,NA,105,16970
"14515","Scion",NA,NA,105,19210
"14516","Scion",NA,NA,105,17920
"14517","Scion",NA,NA,105,20160
"14518","Scion",NA,NA,105,16970
"14519","Scion",NA,NA,105,20420
"14520","Scion",NA,NA,105,17920
"14521","Scion",NA,NA,105,18070
"14522","Scion",NA,NA,105,19685
"14523","Scion",NA,NA,105,17120
"14524","Volvo",NA,NA,870,51050
"14525","Volvo",NA,NA,870,45550
"14526","Volvo",NA,NA,870,46750
"14527","Volvo",NA,NA,870,48250
"14528","Volvo",NA,NA,870,41550
"14529","Volvo",NA,NA,870,42650
"14530","Volvo",NA,NA,870,38850
"14531","Volvo",NA,NA,870,39650
"14532","Volvo",NA,NA,870,42950
"14533","Volvo",NA,NA,870,43850
"14534","Volvo",NA,NA,870,43900
"14535","Volvo",NA,NA,870,37250
"14536","Volvo",NA,NA,870,45550
"14537","Volvo",NA,NA,870,41450
"14538","Volvo",NA,NA,870,35750
"14539","Volvo",NA,NA,870,45800
"14540","Volvo",NA,NA,870,42850
"14541","Volvo",NA,NA,870,40250
"14542","Volvo",NA,NA,870,47200
"14543","Volvo",NA,NA,870,41750
"14544","Volvo",NA,NA,870,40350
"14545","Volvo",NA,NA,870,44050
"14546","Volvo",NA,NA,870,36400
"14547","Volvo",NA,NA,870,49800
"14548","Volvo",NA,NA,870,47050
"14549","Volvo",NA,NA,870,45400
"14550","Volvo",NA,NA,870,42350
"14551","Volvo",NA,NA,870,41150
"14552","Volvo",NA,NA,870,40050
"14553","Volvo",NA,NA,870,37900
"14554","Volvo",NA,NA,870,46950
"14555","Volvo",NA,NA,870,41150
"14556","Volvo",NA,NA,870,44350
"14557","Volvo",NA,NA,870,41350
"14558","Volvo",NA,NA,870,38100
"14559","Volvo",NA,NA,870,41350
"14560","Volvo",NA,NA,870,46950
"14561","Volvo",NA,NA,870,42650
"14562","Volvo",NA,NA,870,47200
"14563","Volvo",NA,NA,870,47050
"14564","Volvo",NA,NA,870,36600
"14565","Volvo",NA,NA,870,44150
"14566","Volvo",NA,NA,870,47750
"14567","Volvo",NA,NA,870,51050
"14568","Volvo",NA,NA,870,45650
"14569","Volvo",NA,NA,870,43350
"14570","Volvo",NA,NA,870,51300
"14571","Volvo",NA,NA,870,45750
"14572","Volvo",NA,NA,870,39850
"14573","Volvo",NA,NA,870,40950
"14574","Volvo",NA,NA,870,46350
"14575","Volvo",NA,NA,870,51000
"14576","Volvo",NA,NA,870,46350
"14577","Volvo",NA,NA,870,40950
"14578","Volvo",NA,NA,870,34500
"14579","Volvo",NA,NA,870,40950
"14580","Volvo",NA,NA,870,42050
"14581","Volvo",NA,NA,870,36900
"14582","Volvo",NA,NA,870,36050
"14583","Volvo",NA,NA,870,41800
"14584","Volvo",NA,NA,870,37550
"14585","Volvo",NA,NA,870,35400
"14586","Volvo",NA,NA,870,46675
"14587","Volvo",NA,NA,870,43050
"14588","Volvo",NA,NA,870,48175
"14589","Volvo",NA,NA,870,41550
"14590","Volvo",NA,NA,870,47175
"14591","Volvo",NA,NA,870,38600
"14592","Volvo",NA,NA,870,37100
"14593","Volvo",NA,NA,870,45675
"14594","Volvo",NA,NA,870,42050
"14595","Volvo",NA,NA,870,40550
"14596","Volvo",NA,NA,870,39700
"14597","Volvo",NA,NA,870,42700
"14598","Volvo",NA,NA,870,53250
"14599","Volvo",NA,NA,870,49800
"14600","Volvo",NA,NA,870,43950
"14601","Volvo",NA,NA,870,55400
"14602","Volvo",NA,NA,870,53800
"14603","Volvo",NA,NA,870,51250
"14604","Volvo",NA,NA,870,65700
"14605","Volvo",NA,NA,870,51350
"14606","Volvo",NA,NA,870,45950
"14607","Volvo",NA,NA,870,49350
"14608","Volvo",NA,NA,870,51150
"14609","Volvo",NA,NA,870,57200
"14610","Volvo",NA,NA,870,51600
"14611","Volvo",NA,NA,870,45750
"14612","Volvo",NA,NA,870,55600
"14613","Volvo",NA,NA,870,36500
"14614","Scion",NA,NA,105,15345
"14615","Scion",NA,NA,105,16145
"14616","Scion",NA,NA,105,16250
"14617","Scion",NA,NA,105,17050
"14618","Scion",NA,NA,105,18955
"14619","Scion",NA,NA,105,16545
"14620","Scion",NA,NA,105,18155
"14621","Scion",NA,NA,105,15745
"14622","Scion",NA,NA,105,15920
"14623","Scion",NA,NA,105,16720
"14624","Hyundai",NA,NA,1439,24999
"14625","Hyundai",NA,NA,1439,23499
"14626","Hyundai",NA,NA,1439,23999
"14627","Hyundai",NA,NA,1439,25599
"14628","Hyundai",NA,NA,1439,25599
"14629","Hyundai",NA,NA,1439,23999
"14630","Hyundai",NA,NA,1439,24899
"14631","Hyundai",NA,NA,1439,26499
"14632","Suzuki",NA,NA,481,25799
"14633","Suzuki",NA,NA,481,27499
"14634","Suzuki",NA,NA,481,21999
"14635","Suzuki",NA,NA,481,23799
"14636","Suzuki",NA,NA,481,22599
"14637","Suzuki",NA,NA,481,22999
"14638","Suzuki",NA,NA,481,25499
"14639","Suzuki",NA,NA,481,24499
"14640","Suzuki",NA,NA,481,20099
"14641","Suzuki",NA,NA,481,21099
"14642","Suzuki",NA,NA,481,22299
"14643","Suzuki",NA,NA,481,24799
"14644","Suzuki",NA,NA,481,20899
"14645","Suzuki",NA,NA,481,21899
"14646","Suzuki",NA,NA,481,27799
"14647","Suzuki",NA,NA,481,23299
"14648","Suzuki",NA,NA,481,21399
"14649","Suzuki",NA,NA,481,25799
"14650","Suzuki",NA,NA,481,22899
"14651","Suzuki",NA,NA,481,23399
"14652","Suzuki",NA,NA,481,24099
"14653","Suzuki",NA,NA,481,20399
"14654","Suzuki",NA,NA,481,26099
"14655","Suzuki",NA,NA,481,24899
"14656","Suzuki",NA,NA,481,26699
"14657","Suzuki",NA,NA,481,23199
"14658","Suzuki",NA,NA,481,23699
"14659","Suzuki",NA,NA,481,25499
"14660","Suzuki",NA,NA,481,21999
"14661","Suzuki",NA,NA,481,24599
"14662","Suzuki",NA,NA,481,29549
"14663","Suzuki",NA,NA,481,27949
"14664","Suzuki",NA,NA,481,28349
"14665","Suzuki",NA,NA,481,25949
"14666","Suzuki",NA,NA,481,24599
"14667","Suzuki",NA,NA,481,31749
"14668","Suzuki",NA,NA,481,26999
"14669","Suzuki",NA,NA,481,27549
"14670","Suzuki",NA,NA,481,24349
"14671","Suzuki",NA,NA,481,25949
"14672","Suzuki",NA,NA,481,26199
"14673","Suzuki",NA,NA,481,25399
"14674","Suzuki",NA,NA,481,28649
"14675","Suzuki",NA,NA,481,27049
"14676","Suzuki",NA,NA,481,22999
"14677","Suzuki",NA,NA,481,30149
"14678","Suzuki",NA,NA,481,26749
"14679","Suzuki",NA,NA,481,25199
"14680","Suzuki",NA,NA,481,29149
"14681","Suzuki",NA,NA,481,29149
"14682","Suzuki",NA,NA,481,27499
"14683","Suzuki",NA,NA,481,26599
"14684","Suzuki",NA,NA,481,23549
"14685","Suzuki",NA,NA,481,25099
"14686","Suzuki",NA,NA,481,21599
"14687","Suzuki",NA,NA,481,25049
"14688","Suzuki",NA,NA,481,26699
"14689","Suzuki",NA,NA,481,26749
"14690","Suzuki",NA,NA,481,27499
"14691","Suzuki",NA,NA,481,28249
"14692","Suzuki",NA,NA,481,28280
"14693","Suzuki",NA,NA,481,29930
"14694","Suzuki",NA,NA,481,28580
"14695","Suzuki",NA,NA,481,29079
"14696","Suzuki",NA,NA,481,27429
"14697","Suzuki",NA,NA,481,25745
"14698","Suzuki",NA,NA,481,27395
"14699","Suzuki",NA,NA,481,30230
"14700","Cadillac",NA,NA,1624,97460
"14701","Cadillac",NA,NA,1624,99160
"14702","Cadillac",NA,NA,1624,100660
"14703","Cadillac",NA,NA,1624,104215
"14704","Cadillac",NA,NA,1624,80655
"14705","Cadillac",NA,NA,1624,84160
"14706","Cadillac",NA,NA,1624,78335
"14707","Cadillac",NA,NA,1624,80650
"14708","Cadillac",NA,NA,1624,81855
"14709","Cadillac",NA,NA,1624,85650
"14710","Cadillac",NA,NA,1624,86215
